name,degree,strength,community,outdegree
Bastian P,1,2,15,0
Bateson M,2,2,15,0
Bauer B,2,2,15,0
Bavelas J,1,2,15,0
Bear M,2,2,15,0
Beck A,2,2,15,0
Becvar A,2,2,15,0
Bedau M,1,2,15,0
Beer J,2,2,15,0
Bell M,2,2,15,0
Bell V,2,2,15,0
Bennett D,2,2,15,0
Bennett T,2,2,15,0
Benson C,2,2,15,0
Beringer K,2,2,15,0
Berker S,2,2,15,0
Berlucchi G,2,2,15,0
Bernardleroy E,1,2,15,0
Berner P,2,2,15,0
Betty S,2,2,15,0
Bickhard M,1,2,15,0
Bion W,2,2,15,0
Bird S,1,2,15,0
Blackman L,2,2,15,0
Blass E,2,2,15,0
Blom J,2,2,15,0
Bloom L,1,2,15,0
Bogue R,2,2,15,0
Bohlman P,2,2,15,0
Boisen A,1,2,15,0
Bolmain T,2,2,15,0
Bonnett M,1,2,15,0
Borda J,2,2,15,0
Borgna E,2,2,15,0
Borgo D,2,2,15,0
Botterill G,2,2,15,0
Bottini G,2,2,15,0
Boucher J,2,2,15,0
Bourgine P,2,2,15,0
Bourguignon E,2,2,15,0
Bovens L,2,2,15,0
Bowlby J,1,2,15,0
Boyd B,2,2,15,0
Brandl J,2,2,15,0
Brandt L,2,2,15,0
Breazeal C,1,2,15,0
Breen N,1,2,15,0
Brefczynskilewis J,2,2,15,0
Bremner J,2,2,15,0
Brett C,1,2,15,0
Brey P,2,2,15,0
Bridges D,2,2,15,0
Brighetti G,2,2,15,0
Brison S,2,2,15,0
Bronkhorst J,2,2,15,0
Brookfield S,1,2,15,0
Brosch T,2,2,15,0
Brown H,2,2,15,0
Brown L,2,2,15,0
Brune M,2,2,15,0
Bryson C,1,2,15,0
Buhrmann T,2,2,15,0
Bullier J,2,2,15,0
Bullough E,2,2,15,0
Burloud A,2,2,15,0
Butler S,2,2,15,0
Buttelmann D,2,2,15,0
Cachia A,2,2,15,0
Cacioppo J,2,2,15,0
Cahn B,2,2,15,0
Callaway E,2,2,15,0
Calvo P,2,2,15,0
Camerer C,2,2,15,0
Campbell R,2,2,15,0
Campion J,2,2,15,0
Cao T,1,2,15,0
Carpendale J,2,2,15,0
Carpenter A,2,2,15,0
Carroy J,2,2,15,0
Carson H,1,2,15,0
Carter I,2,2,15,0
Cash M,2,2,15,0
Chafe W,1,2,15,0
Chambon R,2,2,15,0
Chandler D,2,2,15,0
Chapman S,1,2,15,0
Charbonneau G,2,2,15,0
Chebili S,2,2,15,0
Chella A,2,2,15,0
Chesterton G,2,2,15,0
Chiel H,2,2,15,0
Christodoulou G,2,2,15,0
Christopher M,1,2,15,0
Chwalisz K,2,2,15,0
Cicogna P,2,2,15,0
Cilliers P,2,2,15,0
Cipolletti M,1,2,15,0
Cisek P,2,2,15,0
Clancey W,2,2,15,0
Clayton P,2,2,15,0
Cleckley H,2,2,15,0
Cleland C,1,2,15,0
Cobos P,2,2,15,0
Collerton D,2,2,15,0
Collier M,1,2,15,0
Cona G,1,2,15,0
Cook N,2,2,15,0
Cook S,1,2,15,0
Coolidge F,2,2,15,0
Correia F,2,2,15,0
Coulter D,1,2,15,0
Cousins L,2,2,15,0
Covington M,2,2,15,0
Cox C,2,2,15,0
Critchley H,2,2,15,0
Crow T,1,2,15,0
Dadds M,2,2,15,0
Danna V,2,2,15,0
Danziger S,1,2,15,0
Daprati E,2,2,15,0
Dasti M,1,2,15,0
Davids T,1,2,15,0
Dearlove J,1,2,15,0
Decker H,2,2,15,0
Degennaro L,2,2,15,0
Dehaan S,2,2,15,0
Delattre P,2,2,15,0
Dellasala S,2,2,15,0
Deoliveira R,2,2,15,0
Desseilles M,2,2,15,0
Diederen K,2,2,15,0
Dilts R,1,2,15,0
Diodato R,1,2,15,0
Dipellegrino G,2,2,15,0
Donaldson M,2,2,15,0
Dor J,2,2,15,0
Dourish P,2,2,15,0
Dryden D,1,2,15,0
Duddington N,2,2,15,0
Dudeck C,2,2,15,0
Duerlinger J,2,2,15,0
Dugas L,1,2,15,0
Dutta R,1,2,15,0
Dyson G,2,2,15,0
Egan A,2,2,15,0
Elman J,2,2,15,0
Enders J,1,2,15,0
Epstein R,2,2,15,0
Erlacher D,2,2,15,0
Ermis U,2,2,15,0
Evans B,2,2,15,0
Evans K,2,2,15,0
Exline R,1,2,15,0
Exner S,2,2,15,0
Fajen B,2,2,15,0
Farroni T,2,2,15,0
Fazio S,2,2,15,0
Feinman S,2,2,15,0
Fekete T,2,2,15,0
Feldman J,2,2,15,0
Feldstein S,1,2,15,0
Fiebich A,2,2,15,0
Findler N,1,2,15,0
Fine C,2,2,15,0
Fiori S,1,2,15,0
Fischer R,2,2,15,0
Fiske A,1,2,15,0
Fitch W,2,2,15,0
Fitts P,2,2,15,0
Fleminger S,1,2,15,0
Fogassi L,2,2,15,0
Forest D,2,2,15,0
Fotopoulou A,2,2,15,0
Foxe J,2,2,15,0
Frauwallner E,2,2,15,0
Freedman M,2,2,15,0
Frohlich H,2,2,15,0
Fuller A,2,2,15,0
Fultner B,2,2,15,0
Galbusera L,2,2,15,0
Gangopadhyay N,2,2,15,0
Ganis G,2,2,15,0
Garofoli D,2,2,15,0
Garrett B,1,2,15,0
Garrett R,2,2,15,0
Garrison K,2,2,15,0
Gauthier I,2,2,15,0
Gaynard T,1,2,15,0
Gayon J,2,2,15,0
Gegenfurtner K,2,2,15,0
Gelder T,2,2,15,0
Georgieff N,2,2,15,0
Gerhart J,2,2,15,0
Germano D,1,2,15,0
Germer C,2,2,15,0
Gibbs G,2,2,15,0
Ginsborg H,2,2,15,0
Goodman C,2,2,15,0
Gorlee D,1,2,15,0
Grasset J,1,2,15,0
Graziano M,2,2,15,0
Grezes J,2,2,15,0
Grof S,2,2,15,0
Gros F,2,2,15,0
Grotstein J,2,2,15,0
Grusser O,2,2,15,0
Grzankowski A,2,2,15,0
Gunderson J,1,2,15,0
Gurwitch A,2,2,15,0
Gyamtso K,2,2,15,0
Haeckel E,2,2,15,0
Halligan P,2,2,15,0
Halsey A,1,2,15,0
Hamilton A,2,2,15,0
Haney C,2,2,15,0
Hanna J,2,2,15,0
Hanslick E,2,2,15,0
Happe F,2,2,15,0
Harlow H,1,2,15,0
Harold F,2,2,15,0
Harris I,2,2,15,0
Harrison B,2,2,15,0
Hart C,1,2,15,0
Haslam N,2,2,15,0
Hassabis D,2,2,15,0
Hays M,2,2,15,0
Hebb D,2,2,15,0
Heinimaa M,2,2,15,0
Hersch J,2,2,15,0
Hillman J,2,2,15,0
Hinton G,2,2,15,0
Hodoba D,2,2,15,0
Hollenstein E,1,2,15,0
Holloway I,2,2,15,0
Holzman P,1,2,15,0
Hong C,2,2,15,0
Hooker C,1,2,15,0
Hopf J,2,2,15,0
Howson C,2,2,15,0
Hubbard T,2,2,15,0
Huber G,1,2,15,0
Hufendiek R,2,2,15,0
Hunt H,2,2,15,0
Huq S,2,2,15,0
Huxley T,2,2,15,0
Hyslop A,2,2,15,0
Iizuka H,1,2,15,0
Ikegami T,1,2,15,0
Iliopoulos A,2,2,15,0
Ings S,2,2,15,0
Irarrazaval L,1,2,15,0
Irwin H,2,2,15,0
Jaffe J,2,2,15,0
James J,2,2,15,0
Jamison K,2,2,15,0
Jardri R,2,2,15,0
Jasnow M,2,2,15,0
Jeanmichel R,2,2,15,0
Jenkin M,2,2,15,0
Jibu M,2,2,15,0
Johnson C,2,2,15,0
Jouvet M,2,2,15,0
Jung R,2,2,15,0
Kalupahana D,2,2,15,0
Kandel D,1,2,15,0
Kane M,2,2,15,0
Kane S,1,2,15,0
Kapleau P,2,2,15,0
Karmiloffsmith A,2,2,15,0
Karunadasa Y,2,2,15,0
Kastner S,2,2,15,0
Keenan J,1,2,15,0
Kendell R,2,2,15,0
Keown D,2,2,15,0
Khalsa S,2,2,15,0
Kieft X,1,2,15,0
Kimmel M,2,2,15,0
Kindberg L,1,2,15,0
Kirsch I,2,2,15,0
Kissane D,1,2,15,0
Kleist H,2,2,15,0
Klinnert M,2,2,15,0
Knudsen C,2,2,15,0
Koehler K,2,2,15,0
Koenigs M,2,2,15,0
Kogan M,1,2,15,0
Kohler I,2,2,15,0
Kolsaker A,1,2,15,0
Kozma R,1,2,15,0
Kraus N,2,2,15,0
Kretschmer E,2,2,15,0
Kring A,2,2,15,0
Krishnamurti J,2,2,15,0
Kritzer R,2,2,15,0
Kroeber A,2,2,15,0
Kuiper P,2,2,15,0
Kulick J,1,2,15,0
Kumaran D,2,2,15,0
Kupke C,2,2,15,0
La B,2,2,15,0
Lachaux J,2,2,15,0
Lakoff J,1,2,15,0
Lamy D,2,2,15,0
Landmann M,2,2,15,0
Langdon E,1,2,15,0
Langeveld M,2,2,15,0
Larkin J,2,2,15,0
Larson S,2,2,15,0
Lee T,2,2,15,0
Leman M,2,2,15,0
Lenggenhager B,2,2,15,0
Lerdahl F,2,2,15,0
Leslie K,2,2,15,0
Lethin A,2,2,15,0
Levanquyen M,2,2,15,0
Lewin K,2,2,15,0
Liester M,2,2,15,0
Little D,1,2,15,0
Livingstone M,2,2,15,0
Locke E,1,2,15,0
Lopez C,2,2,15,0
Ludwig A,2,2,15,0
Luna L,1,2,15,0
Lyonsruth K,2,2,15,0
Mabbett I,1,2,15,0
Macarthur D,2,2,15,0
Maccoby E,2,2,15,0
Macdorman K,2,2,15,0
Macfarlane B,1,2,15,0
Mackie D,2,2,15,0
Majewska A,1,2,15,0
Malhi G,1,2,15,0
Man K,2,2,15,0
Mandler J,2,2,15,0
Manzotti R,2,2,15,0
Mark S,2,2,15,0
Markova I,2,2,15,0
Marshall J,2,2,15,0
Marti C,1,2,15,0
Martinezconde S,2,2,15,0
Mason M,2,2,15,0
Masters R,2,2,15,0
Mathys C,1,2,15,0
Matlock T,1,2,15,0
Maurer D,2,2,15,0
Maxwell G,2,2,15,0
Mcadams D,2,2,15,0
Mccarthyjones S,2,2,15,0
Mcgill V,2,2,15,0
Mcglashan T,2,2,15,0
Mcgurk H,2,2,15,0
Mcintyre A,2,2,15,0
Mckinnon N,2,2,15,0
Mcpherson I,1,2,15,0
Mead H,2,2,15,0
Mehling W,2,2,15,0
Meijsing M,2,2,15,0
Melcher D,2,2,15,0
Merquior J,2,2,15,0
Messas G,1,2,15,0
Meyer J,2,2,15,0
Meyer K,2,2,15,0
Michaels C,2,2,15,0
Minor K,1,2,15,0
Montoya J,2,2,15,0
Moran J,2,2,15,0
Mormann F,2,2,15,0
Morris T,2,2,15,0
Morrison A,2,2,15,0
Moskowitz A,2,2,15,0
Moss L,2,2,15,0
Mossio M,2,2,15,0
Mottron L,1,2,15,0
Mullen R,2,2,15,0
Mullersuur H,2,2,15,0
Mumford D,1,2,15,0
Mundt C,2,2,15,0
Murray L,2,2,15,0
Myers F,1,2,15,0
Myers N,2,2,15,0
Nabokov V,2,2,15,0
Nadel J,2,2,15,0
Nagasako E,2,2,15,0
Neppe V,1,2,15,0
Niccol A,2,2,15,0
Nicholson D,2,2,15,0
Nijhuis M,2,2,15,0
Nixon J,1,2,15,0
Nolfi S,1,2,15,0
Nottelmann N,2,2,15,0
Nour M,2,2,15,0
Nunes B,2,2,15,0
Ochsner K,2,2,15,0
Oconaill D,2,2,15,0
Odlingsmee J,2,2,15,0
Ogden T,1,2,15,0
Okeefe J,2,2,15,0
Organization W,2,2,15,0
Osborne C,2,2,15,0
Overmann K,1,2,15,0
Oyebode F,2,2,15,0
Pagel J,2,2,15,0
Paglieri F,1,2,15,0
Pahnke W,1,2,15,0
Palmer J,2,2,15,0
Papousek H,2,2,15,0
Parnass J,2,2,15,0
Parry D,2,2,15,0
Parvizi J,2,2,15,0
Payne P,2,2,15,0
Pearl J,2,2,15,0
Pelinski R,2,2,15,0
Peltola M,1,2,15,0
Pennebaker J,2,2,15,0
Pepper K,2,2,15,0
Perrin T,2,2,15,0
Peters M,1,2,15,0
Pettersen T,2,2,15,0
Philipona D,1,2,15,0
Philippot P,2,2,15,0
Philpott M,2,2,15,0
Pierce J,2,2,15,0
Pigden C,1,2,15,0
Pike A,2,2,15,0
Piper D,1,2,15,0
Pisella L,2,2,15,0
Podvoll E,1,2,15,0
Pollio H,2,2,15,0
Porges S,2,2,15,0
Posey T,2,2,15,0
Postman N,2,2,15,0
Poulsgaard K,1,2,15,0
Preston A,2,2,15,0
Price A,2,2,15,0
Przyrembel M,2,2,15,0
Qin P,2,2,15,0
Qual A,1,2,15,0
Quartz S,2,2,15,0
Queiroz J,2,2,15,0
Radin D,2,2,15,0
Raelin J,1,2,15,0
Raikhel E,2,2,15,0
Rainville P,2,2,15,0
Ramprasad C,2,2,15,0
Ramsey W,2,2,15,0
Rapin L,2,2,15,0
Ravagnan L,2,2,15,0
Rechtschaffen A,2,2,15,0
Rees W,2,2,15,0
Reitzenstein R,2,2,15,0
Renfrew C,1,2,15,0
Rhodes G,2,2,15,0
Rhodes J,1,2,15,0
Ricciardm,2,2,15,0
Richter W,1,2,15,0
Rigal E,2,2,15,0
Rinpoche T,2,2,15,0
Robbiano C,1,2,15,0
Robledo J,2,2,15,0
Roden D,2,2,15,0
Rodriguez E,2,2,15,0
Roholt T,2,2,15,0
Rose H,2,2,15,0
Rosfort R,2,2,15,0
Rosler A,2,2,15,0
Roth W,2,2,15,0
Russel B,2,2,15,0
Saddhatissa H,2,2,15,0
Salazar R,2,2,15,0
Salthe S,1,2,15,0
Sandberg K,1,2,15,0
Sastri D,2,2,15,0
Satne G,2,2,15,0
Saurat M,2,2,15,0
Savage C,2,2,15,0
Sayadaw M,2,2,15,0
Schauss A,2,2,15,0
Schmitt W,2,2,15,0
Schredl M,2,2,15,0
Schulte W,2,2,15,0
Schultzelutter F,2,2,15,0
Scott M,2,2,15,0
Seal M,2,2,15,0
Sedivy S,2,2,15,0
Segal S,2,2,15,0
Segal Z,2,2,15,0
Sethares W,1,2,15,0
Shah I,2,2,15,0
Shiffrar M,2,2,15,0
Shulman G,2,2,15,0
Shweder R,2,2,15,0
Sikka P,2,2,15,0
Silber E,1,2,15,0
Silverman M,2,2,15,0
Simmons W,2,2,15,0
Singer J,1,2,15,0
Siomopoulos V,2,2,15,0
Skulachev V,2,2,15,0
Sloboda J,2,2,15,0
Smolensky P,2,2,15,0
Smyth H,1,2,15,0
Southgate V,2,2,15,0
Spinosa C,2,2,15,0
Spreng R,2,2,15,0
Sprung M,2,2,15,0
Stafford S,2,2,15,0
Steels L,2,2,15,0
Stephens L,2,2,15,0
Stichter M,2,2,15,0
Stickgold R,2,2,15,0
Stoffregen T,2,2,15,0
Stompe T,1,2,15,0
Striano T,2,2,15,0
Stumbrys T,2,2,15,0
Sui J,2,2,15,0
Sullivan H,2,2,15,0
Sutrop U,2,2,15,0
Svendsen L,2,2,15,0
Sweetser E,2,2,15,0
Symons D,2,2,15,0
Takahashi T,2,2,15,0
Taves A,2,2,15,0
Taylor A,2,2,15,0
Tegmark M,2,2,15,0
Thakchoe S,2,2,15,0
Tien A,2,2,15,0
Titlin L,2,2,15,0
Todd J,2,2,15,0
Tola F,2,2,15,0
Torres E,1,2,15,0
Torrey E,2,2,15,0
Tosey P,1,2,15,0
Travis F,2,2,15,0
Trenckner V,1,2,15,0
Tsuang M,1,2,15,0
Tucker D,2,2,15,0
Turvey M,2,2,15,0
Tustin F,1,2,15,0
Tyler T,2,2,15,0
Umilta C,2,2,15,0
Urgen B,1,2,15,0
Valenzuela M,2,2,15,0
Valenzuelamoguillansky C,2,2,15,0
Valli K,2,2,15,0
Vandenberg J,2,2,15,0
Vasquezrosati A,2,2,15,0
Vasubandhu,2,2,15,0
Vetlesen A,2,2,15,0
Vidal F,2,2,15,0
Villareal H,1,2,15,0
Vincent J,2,2,15,0
Violi P,2,2,15,0
Vlastos G,2,2,15,0
Von D,2,2,15,0
Vonfoerster H,2,2,15,0
Vonhumbolt W,2,2,15,0
Vonkleist H,2,2,15,0
Walach H,2,2,15,0
Walshe M,2,2,15,0
Warder A,2,2,15,0
Warfield T,2,2,15,0
Warneken F,2,2,15,0
Webb B,2,2,15,0
Wehrle R,2,2,15,0
Weisheipl J,1,2,15,0
Wendell S,2,2,15,0
Wessely S,2,2,15,0
White P,2,2,15,0
Whyatt C,1,2,15,0
Wierzbicka A,2,2,15,0
Wiese W,2,2,15,0
Wilkinson S,2,2,15,0
Williams L,2,2,15,0
Willis J,2,2,15,0
Willmott H,1,2,15,0
Wilson G,1,2,15,0
Wimmer H,2,2,15,0
Winch C,2,2,15,0
Wing J,2,2,15,0
Winsler A,2,2,15,0
Winston P,2,2,15,0
Wisdom J,2,2,15,0
Wolheim R,2,2,15,0
Yerkes J,2,2,15,0
Yerkes R,2,2,15,0
Yoshinori T,2,2,15,0
Young D,2,2,15,0
Zakay D,2,2,15,0
Zanarini M,2,2,15,0
Zeedyk M,2,2,15,0
Zhang Z,2,2,15,0
Zwaan R,2,2,15,0
Giersch A,1,1,15,27
Goguen J,1,1,15,50
Fernandez A,1,1,15,79
Vlasova O,1,1,15,52
Rousse B,1,1,15,62
Chadha M,1,1,15,57
Abraham A,1,1,15,31
Tani J,1,1,15,14
Mathison J,1,1,15,44
Slors M,1,1,15,81
Toner J,1,1,15,22
Caldwell C,1,1,15,22
Moskalewicz M,1,1,15,37
Doerrzegers O,1,1,15,21
Kusters W,1,1,15,40
Horwitz E,1,1,15,24
Paley J,1,1,15,23
Harlan R,1,1,15,11
Bredlau S,1,1,15,18
Biuso A,1,1,15,5
Faye J,1,1,15,2
Rowbottom D,1,1,15,2
Monserrat J,0,0,15,55
Greenwood J,0,0,15,42
Jola C,0,0,15,40
Berkovichohana A,0,0,15,30
Perak B,0,0,15,53
Printzlau G,0,0,15,14
Fink C,0,0,15,5
Laish E,0,0,15,21
Cordelli A,0,0,15,8
Porcher J,0,0,15,22
Merritt M,0,0,15,24
Richard P,0,0,15,6
Bizzari V,0,0,15,28
Ciaunica A,0,0,15,58
He J,0,0,15,37
Stilwell P,0,0,15,60
Vernazzani A,0,0,15,33
Cannizzaro S,0,0,15,49
Quaeghebeur L,0,0,15,37
Wheatley T,0,0,15,23
Zaslawski N,0,0,15,24
Belzeaux R,0,0,15,41
Tamelini M,0,0,15,28
Desouza N,0,0,15,25
Adam M,0,0,15,8
Almada L,0,0,15,23
Haladewicz,0,0,15,15
Sengupta R,0,0,15,20
Gibbs P,0,0,15,122
Jelscha S,0,0,15,25
Heron J,0,0,15,3
Stack G,0,0,15,21
Duarte M,0,0,15,3
Paul R,0,0,15,29
Troube S,0,0,15,25
Pott H,0,0,15,37
Ollagnier,0,0,15,33
Mcdonald M,0,0,15,13
Matschuck A,0,0,15,5
Ramos M,0,0,15,22
Valenzuela,0,0,15,32
Lavazza A,0,0,15,42
Pantani M,0,0,15,75
Steven M,0,0,15,23
Sholokhova S,0,0,15,28
Adam A,0,0,15,29
Bergamin J,0,0,15,28
Champagne M,0,0,15,36
Franzini E,0,0,15,17
Ruiz,0,0,15,57
Cundall M,0,0,15,17
Francesconi D,0,0,15,38
Lozano A,0,0,15,22
Girn M,0,0,15,34
Crippen M,0,0,15,35
Waddell V,0,0,15,21
Blomberg J,0,0,15,24
Kasturirangan R,0,0,15,22
Machado M,0,0,15,4
Okui H,0,0,15,15
Simpson Z,0,0,15,15
Alroe H,0,0,15,36
Mutelesi E,0,0,15,13
Wise N,0,0,15,36
Bielas J,0,0,15,16
Dings R,0,0,15,27
Grossman P,0,0,15,20
Cely F,0,0,15,16
Roberts M,0,0,15,46
Loorits K,0,0,15,25
Bader O,0,0,15,41
Strle T,0,0,15,27
Bonnemann J,0,0,15,11
Heiner B,0,0,15,20
Aranyosi I,0,0,15,15
Ionel L,0,0,15,27
Lin C,0,0,15,19
Qaurooni D,0,0,15,29
Kong C,0,0,15,13
Batho D,0,0,15,21
Hamm J,0,0,15,32
Semchuk Y,0,0,15,5
Conaill D,0,0,15,27
Giannotta A,0,0,15,20
Earnshaw O,0,0,15,16
Keane N,0,0,15,6
Aragona M,0,0,15,17
Oulis P,0,0,15,18
Urbanaeva I,0,0,15,19
Stephensen H,0,0,15,30
Grohmann T,0,0,15,36
Madeira L,0,0,15,34
Howell W,0,0,15,21
Vaidya A,0,0,15,10
Frost C,0,0,15,23
Lepekhov S,0,0,15,8
Schiavio A,0,0,15,45
Arzy S,0,0,15,31
Galikova S,0,0,15,21
Zebrowski R,0,0,15,11
Kardas G,0,0,15,12
Levin K,0,0,15,17
Pickering J,0,0,15,27
Blodwell J,0,0,15,9
Robinson L,0,0,15,3
Costa J,0,0,15,10
Pasquinelli E,0,0,15,14
Sullins J,0,0,15,9
Prosser A,0,0,15,22
Cadavid J,0,0,15,7
Kilpinen E,0,0,15,35
Taddio L,0,0,15,14
Miroshnichenko M,0,0,15,25
Velasco P,0,0,15,13
Lemanek K,0,0,15,9
Negretto E,0,0,15,9
Chokr N,0,0,15,22
Janes L,0,0,15,11
Cam P,0,0,15,4
Fernandez R,0,0,15,16
Boyle N,0,0,15,22
Capstick M,0,0,15,10
Buskell A,0,0,15,19
Cheung C,0,0,15,14
Horvath L,0,0,15,16
Krichevets A,0,0,15,13
Ostrenko S,0,0,15,3
Beavers A,0,0,15,11
Horenstein A,0,0,15,13
Nunn C,0,0,15,11
Berninger A,0,0,15,24
Oliveira R,0,0,15,7
Declerck G,0,0,15,14
Mlinar I,0,0,15,6
Rimkevicius P,0,0,15,8
Duckworth D,0,0,15,3
Lombard J,0,0,15,1
Ordonez S,0,0,15,16
Chandler K,0,0,15,2
Gusev M,0,0,15,4
Negru T,0,0,15,3
Reed R,0,0,15,18
Navickas J,0,0,15,2
Urrestarazu H,0,0,15,6
Sawyer D,0,0,15,13
Turkis M,0,0,15,8
Bhushan N,0,0,15,3
Fowler M,0,0,15,8
Solomonova E,0,0,15,9
Kozhevnikova M,0,0,15,4
Dhammajoti V,0,0,15,4
Kuskova S,0,0,15,3
Attig T,0,0,15,2
Heidegger M,868,1530,16,5
Levinas E,291,509,16,0
Ricoeur P,301,467,16,18
Marion J,159,326,16,18
Gadamer H,216,298,16,0
Henry M,160,285,16,17
Patocka J,107,198,16,11
Nietzsche F,139,176,16,0
Descartes R,149,173,16,0
Aristotle,142,158,16,0
Arendt H,106,148,16,0
Richir M,63,106,16,4
Kierkegaard S,76,101,16,0
Janicaud D,81,95,16,24
Kisiel T,68,89,16,24
Nancy J,53,83,16,0
Plato,79,83,16,0
Caputo J,56,75,16,27
Poggeler O,65,73,16,0
Dastur F,51,57,16,28
Tengelyi L,45,57,16,34
Agamben G,46,52,16,0
Dilthey W,42,48,16,0
Taminiaux J,41,47,16,5
Dahlstrom D,38,47,16,10
Romano C,30,45,16,32
Augustine,41,44,16,0
Maldiney H,32,44,16,0
Van B,41,42,16,0
Courtine J,35,41,16,4
Aquinas,38,41,16,9
Kearney R,30,41,16,9
Von H,36,41,16,0
Westphal M,30,39,16,27
Sheehan T,32,38,16,17
Buber M,34,38,16,0
Schopenhauer A,34,38,16,0
Chretien J,29,37,16,0
Franck D,30,37,16,0
Haugeland J,30,37,16,0
Latour B,30,36,16,0
Grondin J,27,35,16,23
Bernasconi R,28,35,16,36
Danto A,25,34,16,0
Greisch J,25,33,16,10
Sallis J,28,33,16,9
Marcel G,23,33,16,0
Volpi F,25,31,16,5
Figal G,26,29,16,18
Blanchot M,27,28,16,0
Gilson E,23,28,16,0
Gschwandtner C,18,27,16,83
Schnell A,22,27,16,31
Lacoste J,18,27,16,0
Rilke R,25,27,16,0
Otto R,24,26,16,0
Kuhn R,21,25,16,100
Kosky J,17,25,16,7
Schleiermacher F,22,24,16,0
Hart K,15,23,16,13
Rombach H,15,23,16,2
Eliade M,21,23,16,0
Lowith K,20,23,16,0
Horner R,17,22,16,32
Cohen R,20,22,16,7
Young J,21,22,16,0
Smith N,19,21,16,37
Peperzak A,16,21,16,15
Krell D,20,21,16,1
Rodriguez R,15,21,16,4
Rojcewicz R,18,21,16,0
Singer P,20,21,16,0
Sloterdijk P,20,21,16,0
Falque E,15,20,16,36
Mcneill W,19,20,16,7
Baudrillard J,16,20,16,0
Platon,19,20,16,0
Richardson W,20,20,16,0
Rickert H,16,20,16,0
Roberts R,17,20,16,0
Herrmann F,15,19,16,0
Escudero J,15,18,16,62
Devries H,12,18,16,0
Gethmann C,18,18,16,0
Haar M,17,18,16,0
Mcgrath S,16,18,16,0
Housset E,15,17,16,5
Bennett J,17,17,16,0
Gondek H,15,17,16,0
Guignon C,13,17,16,0
Makkreel R,12,17,16,0
Pascal B,17,17,16,0
Safranski R,15,17,16,0
Sebbah F,14,16,16,16
Zarader M,16,16,16,13
Boss M,16,16,16,0
Carlson T,13,16,16,0
Durkheim E,15,16,16,0
Ferraris M,15,16,16,0
Macquarrie J,16,16,16,0
Mickunas A,9,16,16,0
Misch G,14,16,16,0
Vattimo G,16,16,16,0
Zimmerman M,12,16,16,0
Thomson I,12,15,16,28
Kohak E,12,15,16,41
Chvatik I,14,15,16,6
Bultmann R,9,15,16,0
Eckhart M,12,15,16,0
Karfik F,11,15,16,0
Milbank J,13,15,16,0
Schurmann R,11,15,16,0
Weil S,12,15,16,0
Benson B,12,14,16,15
Ott H,13,14,16,3
Camus A,12,14,16,0
Frankl V,10,14,16,0
Jung M,12,14,16,0
Lask E,13,14,16,0
Mackinlay S,11,14,16,0
Rahner K,12,14,16,0
Stiegler B,12,14,16,0
Tilliette X,14,14,16,0
Manoussakis J,11,13,16,15
Blecha I,9,13,16,37
Srubar I,10,13,16,8
Emad P,12,13,16,3
Casper B,12,13,16,0
Dilworth D,10,13,16,0
Schalow F,11,12,16,42
Kacerauskas T,9,12,16,56
Rudd A,9,12,16,12
Llewelyn J,11,12,16,22
Novotny K,10,12,16,25
Okrent M,10,12,16,8
Aho K,9,12,16,0
Amery J,11,12,16,0
Benveniste E,12,12,16,0
Geertz C,12,12,16,0
Gehlen A,12,12,16,0
Lafont C,10,12,16,0
Plantinga A,10,12,16,0
Riedel M,10,12,16,0
Schechtman M,10,12,16,0
Trawny P,10,12,16,0
Staudigl M,9,11,16,107
Kouba P,9,11,16,21
Michel J,9,11,16,4
Verbeek P,6,11,16,11
Taylor M,9,11,16,8
Abrams E,7,11,16,0
Alquie F,11,11,16,0
Barth K,9,11,16,0
Dosse F,10,11,16,0
Dostoevsky F,10,11,16,0
Hofstadter A,10,11,16,0
Iser W,11,11,16,0
Mannheim K,10,11,16,0
Petricek M,9,11,16,0
Schrag C,11,11,16,0
Sommer C,7,11,16,0
Spengler O,9,11,16,0
Stambaugh J,10,11,16,0
Taylor G,10,11,16,0
Velleman J,10,11,16,0
Vetter H,10,11,16,0
Vigo A,10,11,16,0
Nelson E,9,10,16,30
Sverdiolas A,8,10,16,10
Calcagno A,9,10,16,14
Barash J,7,10,16,0
Bauman Z,9,10,16,0
Capelle P,10,10,16,0
Denker A,9,10,16,0
Desanti J,9,10,16,0
Huxley A,10,10,16,0
Palmer R,10,10,16,0
Van K,10,10,16,0
Von B,9,10,16,0
Wolfe J,10,10,16,0
Dallmayr F,8,9,16,13
Burch M,9,9,16,83
Debeistegui M,8,9,16,10
Petit J,9,9,16,12
Thompson M,8,9,16,15
Drabinski J,7,9,16,4
Bloch E,7,9,16,0
Bouveresse J,7,9,16,0
Canullo C,7,9,16,0
Chanter T,9,9,16,0
Chernyakov A,7,9,16,0
Davis B,9,9,16,0
Ferreira M,4,9,16,0
Gibbs R,8,9,16,0
Greimas A,3,9,16,0
Hand S,9,9,16,0
Kafka F,9,9,16,0
Loftus E,6,9,16,0
Luther M,8,9,16,0
Murdoch I,8,9,16,0
Naess A,8,9,16,0
Ricouer P,9,9,16,0
Sliogeris A,7,9,16,0
Thevenaz P,9,9,16,0
Ward G,6,9,16,0
Schrijvers J,5,8,16,19
Simmons J,8,8,16,33
Rivera J,7,8,16,80
Russell M,6,8,16,39
